No,Nama Tempat,Rating,Ulasan,Kategori Wisata,Lokasi,URL,latitude,longitude,No Klaster,Klaster OPTICS
208,Taman Burung Jagat Satwa Nusantara,4.6,2627,Rekreasi & Hiburan Modern,Jakarta Timur,https://www.google.com/maps/place/Taman+Burung+Jagat+Satwa+Nusantara/data=!4m7!3m6!1s0x2e69ed2a54828697:0xece76f24c01269e8!8m2!3d-6.3006459!4d106.902331!16s%2Fg%2F1tp4lj67!19sChIJl4aCVCrtaS4R6GkSwCRv5-w,-6.3006459,106.902331,2,Wisata Berpotensi
209,Taman Pandang Istana,4.5,2621,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Taman+Pandang+Istana/data=!4m7!3m6!1s0x2e69f5d4058a4bbf:0xdf7aecafd6f46e32!8m2!3d-6.1721641!4d106.8233829!16s%2Fg%2F11cp5ddmg8!19sChIJv0uKBdT1aS4RMm701q_set8,-6.1721641,106.8233829,4,Wisata Ramai
210,Ncek Legenda Noodle Bar Kelapa Gading,4.6,2611,Kuliner,Jakarta Utara,"https://www.google.com/maps/place/Ncek+Legenda+Noodle+Bar,+Kelapa+Gading/data=!4m7!3m6!1s0x2e69f54c28d70e31:0xabe96efcac6e5f0a!8m2!3d-6.1461864!4d106.9065797!16s%2Fg%2F11cltbp_s8!19sChIJMQ7XKEz1aS4RCl9urPxu6as",-6.1461864,106.9065797,2,Wisata Berpotensi
211,Bounce Street Asia - Trampoline Park,4.5,2605,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Bounce+Street+Asia+-+Trampoline+Park/data=!4m7!3m6!1s0x2e69f5443bf80ac5:0x6af3e6d33c2212ff!8m2!3d-6.1478407!4d106.8962384!16s%2Fg%2F11bwh91vqw!19sChIJxQr4O0T1aS4R_xIiPNPm82o,-6.1478407,106.8962384,4,Wisata Ramai
212,Bentara Budaya Jakarta,4.6,2585,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Bentara+Budaya+Jakarta/data=!4m7!3m6!1s0x2e69f6b6378d1f63:0xb16842e1965bea93!8m2!3d-6.2102742!4d106.7955008!16s%2Fm%2F01296625!19sChIJYx-NN7b2aS4Rk-pbluFCaLE,-6.2102742,106.7955008,2,Wisata Berpotensi
213,Permata Mubarok 1,4.4,2561,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Permata+Mubarok+1/data=!4m7!3m6!1s0x2e69f79db4e337bf:0xd3287bc4a9cc713e!8m2!3d-6.1766442!4d106.7394481!16s%2Fg%2F11bv5qp8_1!19sChIJvzfjtJ33aS4RPnHMqcR7KNM,-6.1766442,106.7394481,5,Wisata Standar
214,Pasar Tanah Abang Blok A,4.5,2560,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Tanah+Abang+Blok+A/data=!4m7!3m6!1s0x2e69f741c09d7649:0x9f7446414a44681!8m2!3d-6.1872609!4d106.8153029!16s%2Fg%2F11h1dp3y_n!19sChIJSXadwEH3aS4RgUakFGRE9wk,-6.1872609,106.8153029,4,Wisata Ramai
215,Taman BKT,4.6,2560,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+BKT/data=!4m7!3m6!1s0x2e69f34c7647b63b:0xd587987f2670fb6e!8m2!3d-6.2297751!4d106.9083257!16s%2Fg%2F11cmyz1pz7!19sChIJO7ZHdkzzaS4RbvtwJn-Yh9U,-6.2297751,106.9083257,2,Wisata Berpotensi
216,Galeri Indonesia Kaya,4.8,2555,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Galeri+Indonesia+Kaya/data=!4m7!3m6!1s0x2e69f420492fc27f:0x824342015eaa861a!8m2!3d-6.1948499!4d106.8200607!16s%2Fg%2F11b6_jdx2l!19sChIJf8IvSSD0aS4RGoaqXgFCQ4I,-6.1948499,106.8200607,1,Wisata Populer
217,Melawai Plaza,4.4,2554,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Melawai+Plaza/data=!4m7!3m6!1s0x2e69f16efaa6f6db:0x1cd429e472a9168!8m2!3d-6.2455292!4d106.802328!16s%2Fg%2F1td2q2h_!19sChIJ2_am-m7xaS4RaJEqR55CzQE,-6.2455292,106.802328,5,Wisata Standar
218,Puri Indah Market,4.5,2539,Belanja,Jakarta Barat,https://www.google.com/maps/place/Puri+Indah+Market/data=!4m7!3m6!1s0x2e69f74da511cecf:0xeaf37545f15452b4!8m2!3d-6.1855531!4d106.7534285!16s%2Fg%2F11j8fj5tq6!19sChIJz84RpU33aS4RtFJU8UV18-o,-6.1855531,106.7534285,4,Wisata Ramai
219,Pondok Indah Water Park,4.6,2534,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Pondok+Indah+Water+Park/data=!4m7!3m6!1s0x2e69f1a364b586f9:0x30e93edf55c03f10!8m2!3d-6.2677295!4d106.7843933!16s%2Fg%2F1tnfw8sr!19sChIJ-Ya1ZKPxaS4RED_AVd8-6TA,-6.2677295,106.7843933,2,Wisata Berpotensi
220,Roemah Kuliner,4.4,2513,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Roemah+Kuliner/data=!4m7!3m6!1s0x2e69f46b72df6e9d:0xa180166268892fc6!8m2!3d-6.2000269!4d106.843736!16s%2Fg%2F11bx1y_9dj!19sChIJnW7fcmv0aS4Rxi-JaGIWgKE,-6.2000269,106.843736,5,Wisata Standar
221,Siang Malam,4.5,2477,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Siang+Malam/data=!4m7!3m6!1s0x2e69f5d04559e839:0x9bcb647f9ec5fc01!8m2!3d-6.1680173!4d106.8274828!16s%2Fg%2F11b6xdstq0!19sChIJOehZRdD1aS4RAfzFnn9ky5s,-6.1680173,106.8274828,4,Wisata Ramai
222,Saung Greenville,4.4,2474,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Saung+Greenville/data=!4m7!3m6!1s0x2e69f656d1e8baaf:0xad7d0f25750c8acd!8m2!3d-6.1694564!4d106.7700787!16s%2Fg%2F1tgm08qr!19sChIJr7ro0Vb2aS4RzYoMdSUPfa0,-6.1694564,106.7700787,5,Wisata Standar
223,MOJA Museum,4.5,2470,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/MOJA+Museum/data=!4m7!3m6!1s0x2e69f164a95e665d:0xc3c0973316bd0c5c!8m2!3d-6.2175929!4d106.8031745!16s%2Fg%2F11gk4yrmdj!19sChIJXWZeqWTxaS4RXAy9FjOXwMM,-6.2175929,106.8031745,3,Wisata Potensial
224,Pondok Indah Mall 2,4.8,2438,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Pondok+Indah+Mall+2/data=!4m7!3m6!1s0x2e69f1607d8ce387:0x203a5d09556daf5f!8m2!3d-6.2656748!4d106.7829315!16s%2Fg%2F11svv70fnn!19sChIJh-OMfWDxaS4RX69tVQldOiA,-6.2656748,106.7829315,1,Wisata Populer
225,Taman Legenda Keong Emas TMII,4.5,2434,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+Legenda+Keong+Emas+TMII/data=!4m7!3m6!1s0x2e69ed5cc064937b:0xf00c5e910ce3350!8m2!3d-6.3039541!4d106.8936187!16s%2Fg%2F1tl5_snq!19sChIJe5NkwFztaS4RUDPOEOnFAA8,-6.3039541,106.8936187,4,Wisata Ramai
226,SkyWorld Indonesia,4.4,2430,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/SkyWorld+Indonesia/data=!4m7!3m6!1s0x2e69ed592051c519:0xa9d011eeaede4a83!8m2!3d-6.2993944!4d106.8948692!16s%2Fg%2F11bzrpsndg!19sChIJGcVRIFntaS4Rg0reru4R0Kk,-6.2993944,106.8948692,5,Wisata Standar
227,SCBD Park,4.6,2414,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/SCBD+Park/data=!4m7!3m6!1s0x2e69f1bcdf7a0027:0x8e31624f2c6dbfc1!8m2!3d-6.2272046!4d106.8091117!16s%2Fg%2F11vd70wcb8!19sChIJJwB637zxaS4Rwb9tLE9iMY4,-6.2272046,106.8091117,2,Wisata Berpotensi
228,Taman Dadap Merah,4.3,2402,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Dadap+Merah/data=!4m7!3m6!1s0x2e69ede8671a4a0b:0xab05401e18ac44f6!8m2!3d-6.3179076!4d106.8313229!16s%2Fg%2F11b6d0k25f!19sChIJC0oaZ-jtaS4R9kSsGB5ABas,-6.3179076,106.8313229,6,Wisata Cukup Dikenal
229,Pasar Pakaian Bekas Senen,4.4,2402,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Pakaian+Bekas+Senen/data=!4m7!3m6!1s0x2e69f44a9a88a6a3:0x4aabaa1b9a7916f0!8m2!3d-6.1759373!4d106.8417835!16s%2Fg%2F11gbxfjpcd!19sChIJo6aImkr0aS4R8BZ5mhuqq0o,-6.1759373,106.8417835,5,Wisata Standar
230,Cornel Simanjuntak Park,4.5,2394,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Cornel+Simanjuntak+Park/data=!4m7!3m6!1s0x2e69f30cdbe17b0f:0xb54ca30161d5d7bc!8m2!3d-6.2377284!4d106.8735531!16s%2Fg%2F11b8v62xf8!19sChIJD3vh2wzzaS4RvNfVYQGjTLU,-6.2377284,106.8735531,4,Wisata Ramai
231,Dapoer Ciragil,4.4,2380,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Dapoer+Ciragil/data=!4m7!3m6!1s0x2e69f15d77bbbd17:0x49acff105ab90fb9!8m2!3d-6.2374368!4d106.8088846!16s%2Fg%2F1tf8ht81!19sChIJF727d13xaS4RuQ-5WhD_rEk,-6.2374368,106.8088846,5,Wisata Standar
232,Gultik blok M,4.5,2281,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Gultik+blok+M/data=!4m7!3m6!1s0x2e69f1d6d329c013:0xbedab336b38d2e73!8m2!3d-6.2438323!4d106.7931108!16s%2Fg%2F11rh_c27r4!19sChIJE8Ap09bxaS4Rcy6Nszaz2r4,-6.2438323,106.7931108,4,Wisata Ramai
233,Ria Rio Park,4.4,2223,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Ria+Rio+Park/data=!4m7!3m6!1s0x2e69f51cbefd708b:0x7240d3e983345aad!8m2!3d-6.170877!4d106.87779!16s%2Fg%2F11bzypshqf!19sChIJi3D9vhz1aS4RrVo0g-nTQHI,-6.170877,106.87779,5,Wisata Standar
234,Jalur Hijau Kosambi Baru,4.6,2220,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/Jalur+Hijau+Kosambi+Baru/data=!4m7!3m6!1s0x2e69f82573f94b6f:0xcafbb22d3081cc0f!8m2!3d-6.1685932!4d106.7141019!16s%2Fg%2F11ggvvklkp!19sChIJb0v5cyX4aS4RD8yBMC2y-8o,-6.1685932,106.7141019,2,Wisata Berpotensi
235,West Irian Liberation Monument,4.7,2192,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/West+Irian+Liberation+Monument/data=!4m7!3m6!1s0x2e69f5ceb03b2193:0xc2e720667f79310c!8m2!3d-6.1702984!4d106.8349253!16s%2Fg%2F11f_kmg4c0!19sChIJkyE7sM71aS4RDDF5f2Yg58I,-6.1702984,106.8349253,0,Wisata Cukup Populer
236,Dapur Mamih Sateku,4.6,2180,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Dapur+Mamih+Sateku/data=!4m7!3m6!1s0x2e69f16e8132ed01:0xc3ed1b9a56180269!8m2!3d-6.246755!4d106.800512!16s%2Fg%2F11cjkq6m86!19sChIJAe0ygW7xaS4RaQIYVpob7cM,-6.246755,106.800512,2,Wisata Berpotensi
237,Pasar Cipete Selatan,4.4,2147,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Pasar+Cipete+Selatan/data=!4m7!3m6!1s0x2e69f18d315cc37b:0xee058e9269c9f80f!8m2!3d-6.2786732!4d106.8080673!16s%2Fg%2F1yh4g79k5!19sChIJe8NcMY3xaS4RD_jJaZKOBe4,-6.2786732,106.8080673,5,Wisata Standar
238,Mangkokku Tanjung Duren,4.4,2135,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Mangkokku+Tanjung+Duren/data=!4m7!3m6!1s0x2e69f79ebfeff8bd:0xf4eb9f4e3d647b2b!8m2!3d-6.1736608!4d106.7862314!16s%2Fg%2F11h75pr6dn!19sChIJvfjvv573aS4RK3tkPU6f6_Q,-6.1736608,106.7862314,5,Wisata Standar
239,Pappa Jack - Kedoya,4.3,2124,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Pappa+Jack+-+Kedoya/data=!4m7!3m6!1s0x2e69f6fca60a5645:0x752a4b5267904ddf!8m2!3d-6.1899481!4d106.7610209!16s%2Fg%2F11bwkx7kcs!19sChIJRVYKpvz2aS4R302QZ1JLKnU,-6.1899481,106.7610209,6,Wisata Cukup Dikenal
240,Taman Segitiga Intirub,4.4,2118,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Intirub+Triangle+Park/data=!4m7!3m6!1s0x2e69f2e5f4c42013:0xcc76f0ca571e9c0d!8m2!3d-6.2659501!4d106.87743!16s%2Fg%2F11cnkpdmj4!19sChIJEyDE9OXyaS4RDZweV8rwdsw,-6.2659501,106.87743,5,Wisata Standar
241,Pasar Tanah Abang Blok G,4.2,2114,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Tanah+Abang+Blok+G/data=!4m7!3m6!1s0x2e69f69b7d58ebef:0x3e1881aee4693eea!8m2!3d-6.1888177!4d106.8124331!16s%2Fg%2F11gf5l69bx!19sChIJ7-tYfZv2aS4R6j5p5K6BGD4,-6.1888177,106.8124331,6,Wisata Cukup Dikenal
242,Baywalk Mall,4.5,2075,Belanja,Jakarta Utara,https://www.google.com/maps/place/Baywalk+Mall/data=!4m7!3m6!1s0x2e6a1da4559545a7:0xba8f1565cc043679!8m2!3d-6.1077144!4d106.7792084!16s%2Fg%2F1ywpnvqjq!19sChIJp0WVVaQdai4ReTYEzGUVj7o,-6.1077144,106.7792084,3,Wisata Potensial
243,Munik Resto,4.3,2021,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Munik+Resto/data=!4m7!3m6!1s0x2e69f464c1b0d665:0xbcba98e247cb0736!8m2!3d-6.2048578!4d106.8573609!16s%2Fg%2F1tfdh1sf!19sChIJZdawwWT0aS4RNgfLR-KYurw,-6.2048578,106.8573609,6,Wisata Cukup Dikenal
244,Sopo Ngiro Japanese Food,4.0,2009,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Sopo+Ngiro+Japanese+Food/data=!4m7!3m6!1s0x2e69f17255bf958d:0x58bc5b4e978fe1bf!8m2!3d-6.251288!4d106.7972891!16s%2Fg%2F11b76drq_s!19sChIJjZW_VXLxaS4Rv-GPl05bvFg,-6.251288,106.7972891,6,Wisata Cukup Dikenal
245,Hakuna Matata Jakarta,4.6,1977,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Hakuna+Matata+Jakarta/data=!4m7!3m6!1s0x2e69eda3c63094fb:0x6b1b0e13656eb77c!8m2!3d-6.3183564!4d106.8583959!16s%2Fg%2F11ddwznkvm!19sChIJ-5QwxqPtaS4RfLduZRMOG2s,-6.3183564,106.8583959,2,Wisata Berpotensi
246,Surya Photo,4.6,1976,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Surya+Photo/data=!4m7!3m6!1s0x2e69f708141b32c3:0x7010a9ef10ec9644!8m2!3d-6.224814!4d106.8330638!16s%2Fg%2F11jn0vrkx7!19sChIJwzIbFAj3aS4RRJbsEO-pEHA,-6.224814,106.8330638,2,Wisata Berpotensi
247,Museum Taman Prasasti,4.6,1963,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Museum+Taman+Prasasti/data=!4m7!3m6!1s0x2e69f5d5d956ed99:0x90970858c9aba297!8m2!3d-6.172452!4d106.8197689!16s%2Fm%2F0b777jc!19sChIJme1W2dX1aS4Rl6KryVgIl5A,-6.172452,106.8197689,2,Wisata Berpotensi
248,Bumi Perkemahan Ragunan,4.5,1947,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Bumi+Perkemahan+Ragunan/data=!4m7!3m6!1s0x2e69eca4e8976b55:0x1c5fa6100bdca3!8m2!3d-6.2962388!4d106.8201295!16s%2Fg%2F1yg6npv7r!19sChIJVWuX6KTsaS4Ro9wLEKZfHAA,-6.2962388,106.8201295,3,Wisata Potensial
249,Museum Layang-layang Indonesia,4.6,1939,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Museum+Layang-layang+Indonesia/data=!4m7!3m6!1s0x2e69ee2000d43c8f:0xb04581a01e99f973!8m2!3d-6.3079652!4d106.790621!16s%2Fg%2F1q5gpjkvb!19sChIJjzzUACDuaS4Rc_mZHqCBRbA,-6.3079652,106.790621,2,Wisata Berpotensi
250,Pasar Tanah Abang Blok C,4.3,1929,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Tanah+Abang+Blok+C/data=!4m7!3m6!1s0x2e69f69ce03b6e69:0x12552b5d8f9a343a!8m2!3d-6.188576!4d106.8146008!16s%2Fg%2F11cnbgtyy1!19sChIJaW474Jz2aS4ROjSaj10rVRI,-6.188576,106.8146008,6,Wisata Cukup Dikenal
251,Jembatan Kota Intan,4.4,1917,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Jembatan+Kota+Intan/data=!4m7!3m6!1s0x2e6a1df9609fa091:0xebe202d2c666bf21!8m2!3d-6.1312362!4d106.8105526!16s%2Fg%2F11cmh5vrbw!19sChIJkaCfYPkdai4RIb9mxtIC4us,-6.1312362,106.8105526,5,Wisata Standar
252,Gedung Joang '45,4.6,1870,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Gedung+Joang+%2745/data=!4m7!3m6!1s0x2e69f439e42506f1:0x5b47d4d83d25b9dd!8m2!3d-6.1860641!4d106.8365002!16s%2Fg%2F120yrqgp!19sChIJ8QYl5Dn0aS4R3bklPdjUR1s,-6.1860641,106.8365002,2,Wisata Berpotensi
253,Taman Sepat,4.4,1855,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Sepat/data=!4m7!3m6!1s0x2e69edf0e18e5f47:0xf287f574a02af9be!8m2!3d-6.3059635!4d106.8324509!16s%2Fg%2F11byttpwy1!19sChIJR1-O4fDtaS4RvvkqoHT1h_I,-6.3059635,106.8324509,5,Wisata Standar
254,Petak Sembilan Market,4.5,1850,Belanja,Jakarta Barat,https://www.google.com/maps/place/Petak+Sembilan+Market/data=!4m7!3m6!1s0x2e69f6066210c605:0x8228181292dfa2ba!8m2!3d-6.1438308!4d106.8128989!16s%2Fg%2F11c55brx49!19sChIJBcYQYgb2aS4RuqLfkhIYKII,-6.1438308,106.8128989,3,Wisata Potensial
255,Monumen Ondel-Ondel Kemayoran,4.6,1845,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Monumen+Ondel-Ondel+Kemayoran/data=!4m7!3m6!1s0x2e69f5bc9f696f35:0xe7c4db3a2934e272!8m2!3d-6.1600032!4d106.8517335!16s%2Fg%2F11cm0hhd68!19sChIJNW9pn7z1aS4RcuI0KTrbxOc,-6.1600032,106.8517335,2,Wisata Berpotensi
256,Pasar Malam BKT Durensawit,4.6,1826,Rekreasi & Hiburan Modern,Jakarta Timur,https://www.google.com/maps/place/Pasar+Malam+BKT+Durensawit/data=!4m7!3m6!1s0x2e69f3148165cdb9:0xfcd3177587a8d282!8m2!3d-6.2305113!4d106.9046478!16s%2Fg%2F11h126chz2!19sChIJuc1lgRTzaS4RgtKoh3UX0_w,-6.2305113,106.9046478,2,Wisata Berpotensi
257,Rumah Si Pitung Situs Museum Kebaharian Jakarta,4.5,1819,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Rumah+Si+Pitung+Situs+Museum+Kebaharian+Jakarta/data=!4m7!3m6!1s0x2e6a2056223ee0cd:0xd3f94174199a878d!8m2!3d-6.0969637!4d106.9588413!16s%2Fg%2F11flq7k0m7!19sChIJzeA-IlYgai4RjYeaGXRB-dM,-6.0969637,106.9588413,3,Wisata Potensial
258,Urban Farm PIK,4.6,1774,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Urban+Farm+PIK/data=!4m7!3m6!1s0x2e6a1d7b47b3a18b:0xbdb4ac71bcefe3f8!8m2!3d-6.0907529!4d106.7429807!16s%2Fg%2F11rb5hcm8t!19sChIJi6GzR3sdai4R-OPvvHGstL0,-6.0907529,106.7429807,2,Wisata Berpotensi
259,Masjid Jenderal Sudirman - Jakarta,4.8,1749,Religi,Jakarta Selatan,https://www.google.com/maps/place/Masjid+Jenderal+Sudirman+-+Jakarta/data=!4m7!3m6!1s0x2e69f401a635a445:0x3d75c82aca8af362!8m2!3d-6.2141172!4d106.8205319!16s%2Fg%2F11b8zcx9_r!19sChIJRaQ1pgH0aS4RYvOKyirIdT0,-6.2141172,106.8205319,1,Wisata Populer
260,Matahari Department store (Ciputra Mall),4.4,1694,Belanja,Jakarta Barat,https://www.google.com/maps/place/Matahari+Department+store+%28Ciputra+Mall%29/data=!4m7!3m6!1s0x2e69f659aaaaaabd:0xdfc0cb0800b75d!8m2!3d-6.1684676!4d106.7867876!16s%2Fg%2F1w3sx3fs!19sChIJvaqqqln2aS4RXbcACMvA3wA,-6.1684676,106.7867876,5,Wisata Standar
261,Taman Kembang Sepatu,4.4,1660,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Taman+Kembang+Sepatu/data=!4m7!3m6!1s0x2e6992ae457694ab:0xb9d4ec6acfb2ce2c!8m2!3d-6.304359!4d106.920303!16s%2Fg%2F11b6vf0032!19sChIJq5R2Ra6SaS4RLM6yz2rs1Lk,-6.304359,106.920303,5,Wisata Standar
262,Schmutzer Primate Center,4.5,1657,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Schmutzer+Primate+Center/data=!4m7!3m6!1s0x2e69edfdc92db2b1:0x68a40dd29fe8ada4!8m2!3d-6.3122241!4d106.8201336!16s%2Fg%2F122n0grc!19sChIJsbItyf3taS4RpK3on9INpGg,-6.3122241,106.8201336,3,Wisata Potensial
263,Indonesian Children Palace,4.4,1627,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Indonesian+Children+Palace/data=!4m7!3m6!1s0x2e69ed5a05c1c409:0x857e5adf09456a4d!8m2!3d-6.3020314!4d106.9002312!16s%2Fg%2F1w14187v!19sChIJCcTBBVrtaS4RTWpFCd9afoU,-6.3020314,106.9002312,5,Wisata Standar
264,BMW Park,4.5,1626,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/BMW+Park/data=!4m7!3m6!1s0x2e6a1e2fade2b873:0xa7e16d7ab40e15b9!8m2!3d-6.1263431!4d106.8558252!16s%2Fg%2F11cjjhg4k0!19sChIJc7jirS8eai4RuRUOtHpt4ac,-6.1263431,106.8558252,3,Wisata Potensial
265,Makam Habib Husein bin Abu Bakar Al-Aydrus - Luar Batang,4.7,1621,Religi,Jakarta Utara,https://www.google.com/maps/place/Makam+Habib+Husein+bin+Abu+Bakar+Al-Aydrus+-+Luar+Batang/data=!4m7!3m6!1s0x2e6a1de57ba44c4b:0xf5ee29b800c7ec52!8m2!3d-6.1239424!4d106.8065755!16s%2Fg%2F11b6gp6t1g!19sChIJS0yke-Udai4RUuzHALgp7vU,-6.1239424,106.8065755,0,Wisata Cukup Populer
266,Madu Pramuka Official,4.6,1607,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Madu+Pramuka+Official/data=!4m7!3m6!1s0x2e69ecbb6c63317b:0xa2976be4c8b8c491!8m2!3d-6.3667088!4d106.8958213!16s%2Fg%2F1pzr5rbp1!19sChIJezFjbLvsaS4RkcS4yORrl6I,-6.3667088,106.8958213,2,Wisata Berpotensi
267,Pantai Festival Ancol,4.5,1598,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Pantai+Festival+Ancol/data=!4m7!3m6!1s0x2e6a1e3c2fd2b395:0x8725c293ee99c9c!8m2!3d-6.1218698!4d106.8317936!16s%2Fg%2F11c44tv97n!19sChIJlbPSLzweai4RnJzpPilccgg,-6.1218698,106.8317936,3,Wisata Potensial
268,Sop Duren 88,4.4,1580,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Sop+Duren+88/data=!4m7!3m6!1s0x2e69f659c69b4071:0xc0e054f7e99d3014!8m2!3d-6.1744223!4d106.7836721!16s%2Fg%2F1yh7_rf62!19sChIJcUCbxln2aS4RFDCd6fdU4MA,-6.1744223,106.7836721,5,Wisata Standar
269,TAMAN ANGGREK INDONESIA PERMAI,4.6,1556,Alam & Ruang Terbuka,Jakarta Timur,https://www.google.com/maps/place/Orchid+Park+Indonesia+Permai/data=!4m7!3m6!1s0x2e69f29c110abcb7:0x843ca9830fbed85a!8m2!3d-6.2927624!4d106.8820252!16s%2Fg%2F1tf0sxzg!19sChIJt7wKEZzyaS4RWti-D4OpPIQ,-6.2927624,106.8820252,2,Wisata Berpotensi
270,Senen Jaya 1&2,4.6,1556,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Senen+Jaya+1%262/data=!4m7!3m6!1s0x2e69f542718ce313:0xe0a66e7ee0e1bdcc!8m2!3d-6.1774962!4d106.8425251!16s%2Fg%2F11ny4qf3y8!19sChIJE-OMcUL1aS4RzL3h4H5upuA,-6.1774962,106.8425251,2,Wisata Berpotensi
271,Oz Lezzat Cawang Restaurant and Cafe (Kunafa Hummus Oum Ali Mandhi Lamb Rice Meeting Room),4.8,1520,Kuliner,Jakarta Timur,"https://www.google.com/maps/place/Oz+Lezzat+Cawang+Restaurant+and+Cafe+%D9%85%D8%B7%D8%B9%D9%85+%D9%88%D9%85%D9%82%D9%87%D9%89+%D8%A3%D9%88%D8%B2+%D9%84%D8%B2%D8%A7%D8%AA+%28Kunafa,+Hummus,+Oum+Ali,+Mandhi+Lamb+Rice,+Meeting+Room%29%E2%80%AD/data=!4m7!3m6!1s0x2e69f3836b275e45:0x861cd0af47a7a8e2!8m2!3d-6.251679!4d106.8654192!16s%2Fg%2F11spkbp_qc!19sChIJRV4na4PzaS4R4qinR6_QHIY",-6.251679,106.8654192,1,Wisata Populer
272,Pondok Pangandaran,4.5,1488,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Pondok+Pangandaran/data=!4m7!3m6!1s0x2e69f652c79a5f71:0xf96c983ff2579d56!8m2!3d-6.1697222!4d106.7716667!16s%2Fg%2F1hm3h__3l!19sChIJcV-ax1L2aS4RVp1X8j-YbPk,-6.1697222,106.7716667,3,Wisata Potensial
273,Tenda Taman Sunter Indah - Kantin Kartika,4.6,1487,Kuliner,Jakarta Utara,https://www.google.com/maps/place/Tenda+Taman+Sunter+Indah+-+Kantin+Kartika/data=!4m7!3m6!1s0x2e69f56d899bf02b:0xebabbd07e410bad1!8m2!3d-6.1509667!4d106.8772947!16s%2Fg%2F11hbfjfgbr!19sChIJK_CbiW31aS4R0boQ5Ae9q-s,-6.1509667,106.8772947,2,Wisata Berpotensi
274,Church of Santa Maria de Fatima,4.8,1455,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Church+of+Santa+Maria+de+Fatima/data=!4m7!3m6!1s0x2e69f60680474f17:0xf88b1ece986ecf95!8m2!3d-6.1438293!4d106.8119456!16s%2Fg%2F1269nn2pg!19sChIJF09HgAb2aS4Rlc9umM4ei_g,-6.1438293,106.8119456,1,Wisata Populer
